question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q136,How is CMT226 Cloud and Database Systems Security assessed?,CMT226 has two assessments: a Written Assessment called 'Cloud and Database Syst,Assessment Calendar,3,3e20c6d2,Assessment calender,,Assessment Deadline,22,Module: CM4226 - Cloud and Database Systems Security Assessment: Computerised Class Knowledge Test (Class Test) Weight: ,0
q136,How is CMT226 Cloud and Database Systems Security assessed?,CMT226 has two assessments: a Written Assessment called 'Cloud and Database Syst,Assessment Calendar,4,37668e6a,Assessment calender,,Assessment Deadline,19,Module: CM4226 - Cloud and Database Systems Security Assessment: Cloud and Database System Security Portfolio (Written A,0
q136,How is CMT226 Cloud and Database Systems Security assessed?,CMT226 has two assessments: a Written Assessment called 'Cloud and Database Syst,Assessment Calendar,5,3f89e42b,Assessment calender,,Assessment Deadline,14,Module: CM4317 - Operating Systems Security Assessment: Practice Assessment on Operating Systems Hardening (Class Test) ,0
q137,"What is the deadline for the CMT221 Topics, Research and Skills in Computing assessment?",The assessment for CMT221 is a single Written Assessment called 'Case Study Eval,Assessment Calendar,1,89965c62,Assessment calender,,Assessment Deadline,35,"Module: CMT221 - Topics, Research and Skills in Computing Assessment: Case Study Evaluation,Literature Review and Projec",1
q137,"What is the deadline for the CMT221 Topics, Research and Skills in Computing assessment?",The assessment for CMT221 is a single Written Assessment called 'Case Study Eval,Assessment Calendar,2,0d386877,Assessment calender,,Assessment Deadline,31,"Module: CMT222 - Topics, Research and Skills in Computing and IT Management Assessment: Case Study Evaluation,Literature",1
q137,"What is the deadline for the CMT221 Topics, Research and Skills in Computing assessment?",The assessment for CMT221 is a single Written Assessment called 'Case Study Eval,Assessment Calendar,3,188470e4,COMSC School Handbook 25 26,18.0,Online resources ,11,COMSC School Handbook 25 26 Section 7.13 Online resources  Resources available to support the development of your study ,0
q137,"What is the deadline for the CMT221 Topics, Research and Skills in Computing assessment?",The assessment for CMT221 is a single Written Assessment called 'Case Study Eval,Assessment Calendar,4,654d0bc1,Academic Regulations and Policies Handbook 2025 26 English Nov25,10.0,,10,Student Study and Engagement  - Student Support Intervention Policy and Procedure  Taught students:  - Student Attendanc,0
q137,"What is the deadline for the CMT221 Topics, Research and Skills in Computing assessment?",The assessment for CMT221 is a single Written Assessment called 'Case Study Eval,Assessment Calendar,5,a7d1d302,Academic Regulations and Policies Handbook 2025 26 English Nov25,90.0,Criteria for the Award of the Degree ,10,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2 Criteria for the Award of the Degree    2.1 F,0
q138,Which COMSC modules have a Placement Portfolio assessment?,CM2500 (Placement) and CMT305 (Placement) both have Portfolio assessments worth ,Assessment Calendar,1,c3ba1621,Assessment calender,,Assessment Deadline,32,"Module: CM2500 - Placement Assessment: Portfolio consisting of Final Reflective Report, employer forms and poster (Portf",1
q138,Which COMSC modules have a Placement Portfolio assessment?,CM2500 (Placement) and CMT305 (Placement) both have Portfolio assessments worth ,Assessment Calendar,2,56d156b6,Assessment calender,,Assessment Deadline,26,Module: CMT305 - Placement Assessment: Placement Portfolio consisting of reflective report and employer forms (Portfolio,1
q138,Which COMSC modules have a Placement Portfolio assessment?,CM2500 (Placement) and CMT305 (Placement) both have Portfolio assessments worth ,Assessment Calendar,3,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,11,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q138,Which COMSC modules have a Placement Portfolio assessment?,CM2500 (Placement) and CMT305 (Placement) both have Portfolio assessments worth ,Assessment Calendar,4,b71c48bf,Academic Regulations and Policies Handbook 2025 26 English Nov25,81.0,"The length of a standard dissertation will not exceed 20,000 words. Specific ",10,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 10.2 The length of a standard dissertation will,0
q138,Which COMSC modules have a Placement Portfolio assessment?,CM2500 (Placement) and CMT305 (Placement) both have Portfolio assessments worth ,Assessment Calendar,5,b7c58f8a,Academic Regulations and Policies Handbook 2025 26 English Nov25,92.0,"Where an exit award is available, a student must acquire the necessary credit ",10,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.4 Where an exit award is available, a student",0
q139,What is the most common assessment type across all COMSC modules?,"Written Assessment is the most common type, accounting for 102 out of 229 assess",Assessment Calendar,1,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,9,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,1
q139,What is the most common assessment type across all COMSC modules?,"Written Assessment is the most common type, accounting for 102 out of 229 assess",Assessment Calendar,2,13a2298a,COMSC School Handbook 25 26,34.0,Feedback on assessment ,7,"Throughout your programme you will receive many forms of feedback, both, individual and  group/cohort. These may include",1
q139,What is the most common assessment type across all COMSC modules?,"Written Assessment is the most common type, accounting for 102 out of 229 assess",Assessment Calendar,3,b71c48bf,Academic Regulations and Policies Handbook 2025 26 English Nov25,81.0,"The length of a standard dissertation will not exceed 20,000 words. Specific ",6,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 10.2 The length of a standard dissertation will,0
q139,What is the most common assessment type across all COMSC modules?,"Written Assessment is the most common type, accounting for 102 out of 229 assess",Assessment Calendar,4,7f0994d2,Assessment calender,,Assessment Deadline,6,Module: CM4217 - Cybersecurity Operations Assessment: Security Operations Portfolio For A Case-Study (Written Assessment,0
q139,What is the most common assessment type across all COMSC modules?,"Written Assessment is the most common type, accounting for 102 out of 229 assess",Assessment Calendar,5,37668e6a,Assessment calender,,Assessment Deadline,6,Module: CM4226 - Cloud and Database Systems Security Assessment: Cloud and Database System Security Portfolio (Written A,0
q140,When is the feedback date for the CMT318 Computational Linguistics Portfolio?,The feedback date for the CMT318 Computational Linguistics Portfolio (due 13 Nov,Assessment Calendar,1,ea6755ba,Assessment calender,,Assessment Deadline,24,Module: CMT318 - Computational Linguistics Assessment: Computational Linguistics Portfolio (Practical-Based Assessment) ,1
q140,When is the feedback date for the CMT318 Computational Linguistics Portfolio?,The feedback date for the CMT318 Computational Linguistics Portfolio (due 13 Nov,Assessment Calendar,2,1b497b03,Assessment calender,,Assessment Deadline,20,Module: CM4318 - Computational Linguistics Assessment: Computational Linguistics Portfolio (Practical-Based Assessment) ,1
q140,When is the feedback date for the CMT318 Computational Linguistics Portfolio?,The feedback date for the CMT318 Computational Linguistics Portfolio (due 13 Nov,Assessment Calendar,3,b9748ba8,Assessment calender,,Assessment Deadline,20,Module: CMT318 - Computational Linguistics Assessment: Group Project (Project) Weight: 50% Hand Out Date: 2025-11-03 Han,0
q140,When is the feedback date for the CMT318 Computational Linguistics Portfolio?,The feedback date for the CMT318 Computational Linguistics Portfolio (due 13 Nov,Assessment Calendar,4,00e6fe4b,Assessment calender,,Assessment Deadline,16,Module: CM4318 - Computational Linguistics Assessment: Group Project (Project) Weight: 50% Hand Out Date: 2025-11-03 Han,0
q140,When is the feedback date for the CMT318 Computational Linguistics Portfolio?,The feedback date for the CMT318 Computational Linguistics Portfolio (due 13 Nov,Assessment Calendar,5,4d933437,Assessment calender,,Assessment Deadline,16,Module: CMT309 - Computational Data Science Assessment: Programming and Data Science Portfolio (Practical-Based Assessme,0
q141,How is CM2305 Group Project assessed?,CM2305 Group Project has three assessments: a Presentation called 'Group Funding,Assessment Calendar,1,476e79c9,Assessment calender,,Assessment Deadline,21,Module: CM2305 - Group Project Assessment: Group Sales Pitch (Presentation) Weight: 30% Hand Out Date: 2026-01-26 Hand I,1
q141,How is CM2305 Group Project assessed?,CM2305 Group Project has three assessments: a Presentation called 'Group Funding,Assessment Calendar,2,19c5a1f5,Assessment calender,,Assessment Deadline,21,Module: CM2305 - Group Project Assessment: Group Funding Pitch (Presentation) Weight: 20% Hand Out Date: 2026-01-26 Hand,1
q141,How is CM2305 Group Project assessed?,CM2305 Group Project has three assessments: a Presentation called 'Group Funding,Assessment Calendar,3,06806852,Assessment calender,,Assessment Deadline,15,Module: CM2305 - Group Project Assessment: Individual Assessment (Written Assessment) Weight: 50% Hand Out Date: 2026-01,0
q141,How is CM2305 Group Project assessed?,CM2305 Group Project has three assessments: a Presentation called 'Group Funding,Assessment Calendar,4,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,11,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q141,How is CM2305 Group Project assessed?,CM2305 Group Project has three assessments: a Presentation called 'Group Funding,Assessment Calendar,5,0d7a43ea,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,11,Exam or TimeLimited  Assessment  An assessment completed in controlled conditions that lasts up to 48  hours. Group work,0
q142,"What assessments does CMT124 Big Data, Machine Learning and AI have?",CMT124 has two assessments: a Practical-Based Assessment called 'Programming Exe,Assessment Calendar,1,f88692be,Assessment calender,,Assessment Deadline,23,"Module: CMT124 - Big Data, Machine Learning and AI Assessment: Group Project - Data Handling, Processing And Reporting (",1
q142,"What assessments does CMT124 Big Data, Machine Learning and AI have?",CMT124 has two assessments: a Practical-Based Assessment called 'Programming Exe,Assessment Calendar,2,c9d1a963,Assessment calender,,Assessment Deadline,14,"Module: CMT124 - Big Data, Machine Learning and AI Assessment: Programming Exercise (Practical-Based Assessment) Weight:",1
q142,"What assessments does CMT124 Big Data, Machine Learning and AI have?",CMT124 has two assessments: a Practical-Based Assessment called 'Programming Exe,Assessment Calendar,3,9fd808d3,Assessment calender,,Assessment Deadline,10,Module: CM2105 - Data Processing and Visualisation Assessment: Individual Project Work (Project) Weight: 100% Hand Out D,0
